drug_id,protein_id,Y,predicted_score,true_interaction
DB00157,P11586,1,0.9999759197235107,1
DB00157,P04406,1,0.9999735355377197,1
DB00157,P48728,1,0.9999170303344727,1
DB00157,P16219,1,0.9999161958694458,1
DB00157,P21695,1,0.9999158382415771,1
DB00157,P20839,1,0.9998949766159058,1
DB00157,P12268,1,0.9998738765716553,1
DB00157,Q99714,1,0.9998522996902466,1
DB00157,P40926,1,0.9998447895050049,1
DB00157,Q9UDR5,1,0.9998396635055542,1
DB00157,P09622,1,0.999826967716217,1
DB00157,P40939,1,0.9997490048408508,1
DB00157,O60701,1,0.9997255206108093,1
DB00157,O95479,1,0.9996953010559082,1
DB00157,P11766,1,0.999626874923706,1
DB00157,P10515,1,0.9995819926261902,1
DB00157,Q96C36,1,0.9995676875114441,1
DB00157,Q02218,1,0.9995643496513367,1
DB00157,P31937,1,0.9995555281639099,1
DB00157,O43175,1,0.9995313882827759,1
DB00157,Q16836,1,0.9994805455207825,1
DB00157,P50213,1,0.9994755387306213,1
DB00157,Q13630,1,0.9994145631790161,1
DB00157,P32322,1,0.9993695616722107,1
DB00157,P09601,1,0.9993138313293457,1
DB00157,Q08426,1,0.9992969036102295,1
DB00157,P49448,1,0.9992438554763794,1
DB00157,O95299,1,0.9991649389266968,1
DB00157,P07327,1,0.9991368651390076,1
DB00157,P04035,1,0.9991355538368225,1
DB00157,P40925,1,0.9991341233253479,1
DB00157,P00374,1,0.9990673661231995,1
DB00157,P00367,1,0.9989709854125977,1
DB00157,P07195,1,0.9989577531814575,1
DB00157,Q92506,1,0.9989069700241089,1
DB00157,P00338,1,0.9988548755645752,1
DB00157,P08319,1,0.9987797141075134,1
DB00157,P00326,1,0.9986456036567688,1
DB00157,O94788,1,0.9984893798828125,1
DB00157,P30519,1,0.9984845519065857,1
DB00157,Q6ZMR3,1,0.9984423518180847,1
DB00157,P13995,1,0.9982576966285706,1
DB00157,P07864,1,0.9982514977455139,1
DB00157,P00325,1,0.9982481002807617,1
DB00157,P51649,1,0.9982120990753174,1
DB00157,Q13423,1,0.9979974627494812,1
DB00157,P48163,1,0.9974410533905029,1
DB00157,Q9BYZ2,1,0.9971140623092651,1
DB00157,P30837,1,0.9970083832740784,1
DB00157,P49189,1,0.996960461139679,1
DB00157,P15428,1,0.9968448877334595,1
DB00157,O43181,1,0.9968276619911194,1
DB00157,Q02252,1,0.9966141581535339,1
DB00157,P00390,1,0.9964732527732849,1
DB00157,P49821,1,0.9963697195053101,1
DB00157,P05091,1,0.9961601495742798,1
DB00157,P47895,1,0.9956349730491638,1
DB00157,P40394,1,0.9952399730682373,1
DB00157,O14556,1,0.9939749836921692,1
DB00157,P00352,1,0.9921413660049438,1
DB00157,P56181,1,0.9920846223831177,1
DB00157,P30043,1,0.9891051650047302,1
DB00157,P51659,1,0.989086389541626,1
DB00157,P23368,1,0.9870356917381287,1
DB00157,P09417,1,0.9863002896308899,1
DB00157,O43837,1,0.9853255152702332,1
DB00157,P49419,1,0.9849110841751099,1
DB00157,Q16798,1,0.9761080145835876,1
DB00157,P51553,1,0.9676967263221741,1
DB00157,O75306,1,0.9510226249694824,1
DB00157,P28331,1,0.935864269733429,1
DB00157,P30038,1,0.9128339290618896,1
DB00157,P56937,1,0.9071698784828186,1
DB00157,P17516,1,0.8912129402160645,1
DB00157,P11177,1,0.8865600228309631,1
DB00157,P14061,1,0.8448859453201294,1
DB00157,P30838,1,0.7954713106155396,1
DB00157,P52895,1,0.7765524983406067,1
DB00157,Q04828,1,0.7563368082046509,1
DB00157,O75251,1,0.731499969959259,1
DB00157,P42330,1,0.7282906174659729,1
DB00157,Q9UI09,1,0.5373204350471497,1
DB00157,O75489,1,0.49569976329803467,1
DB00157,P80365,1,0.4867016673088074,1
DB00157,P11926,0,0.4837935268878937,0
DB00157,O96000,1,0.4703126847743988,1
DB00157,P28845,1,0.44682058691978455,1
DB00157,P15121,1,0.4453926980495453,1
DB00157,Q00796,1,0.42830654978752136,1
DB00157,P43353,1,0.4237131178379059,1
DB00157,P29803,1,0.39025449752807617,1
DB00157,P08559,1,0.35680651664733887,1
DB00157,O75380,1,0.34977987408638,1
DB00157,P53004,1,0.34331104159355164,1
DB00157,Q16795,1,0.329447478055954,1
DB00157,O43920,1,0.27184274792671204,1
DB00157,P14060,1,0.2691810727119446,1
DB00157,P16083,1,0.2585284411907196,1
DB00157,P26439,1,0.24384285509586334,1
DB00157,P17568,1,0.1481858342885971,1
DB00157,P51648,1,0.13158592581748962,1
DB00157,P51970,1,0.10802288353443146,1
DB00157,P48448,1,0.10477455705404282,1
DB00157,P00387,1,0.08649520576000214,1
DB00157,P56556,1,0.08250471204519272,1
DB00157,Q15738,1,0.06644636392593384,1
DB00157,Q02338,1,0.053990013897418976,1
DB00157,Q92781,1,0.04410148784518242,1
DB00157,O14561,1,0.01895146444439888,1
DB00157,Q86Y39,1,0.014064684510231018,1
DB00157,O43677,1,0.012113211676478386,1
DB00157,P05093,1,0.010449000634253025,1
DB00157,O95182,1,0.009357508271932602,1
DB00157,Q9Y6M9,1,0.0079277902841568,1
DB00157,P03891,1,0.002911303425207734,1
DB00157,Q02928,1,0.00250346795655787,1
DB00157,O00217,1,0.0025029464159160852,1
DB00157,P37059,1,0.0021652858704328537,1
